ra,dec,sdss_name,hst_name
351.6344192733807,50.69224774619251,301_4072_2_17,hst_10430_03_acs_wfc_f555w_j96303
210.6900367770277,54.35124895651554,301_3712_3_187,hst_17312_01_acs_wfc_f555w_jf4c01
246.74179588370666,43.50034193787614,301_2299_5_321,hst_skycell-p2269x13y01_wfc3_uvis_f625w_all
210.79557760272374,54.27345365982334,301_3705_2_93,hst_15192_01_wfc3_uvis_f555w_idhc01
189.04706127318556,62.249239197169864,301_2299_3_68,hst_11600_18_acs_wfc_f775w_jb3718
189.563174073375,62.158544959052186,301_2322_3_68,hst_12444_6a_acs_wfc_f814w_jboi6a
325.22994687897153,0.4257991034998269,301_4198_4_129,hst_15215_12_wfc3_uvis_f814w_idh212
210.22599608508804,40.99723511211945,301_3818_1_294,hst_17115_18_wfc3_uvis_f475w_if1418
189.03030238552586,62.35555340340119,301_2299_3_68,hst_12443_2e_acs_wfc_f814w_jboe2e
247.6104355544529,45.329083181144966,301_2134_5_239,hst_skycell-p2269x11y08_acs_wfc_f555w_all
214.90648334527017,52.89275553826624,301_3712_2_206,hst_12063_60_acs_wfc_f814w_jbeo60
189.62097191590397,62.22055923559813,301_2304_3_212,hst_9480_p4_acs_wfc_f775w_j8hop4
333.9235862952132,-0.6010657193800542,301_2662_2_108,hst_15215_54_wfc3_uvis_f814w_idh254
245.37359852972278,6.124374948083428,301_3903_6_426,hst_13003_36_wfc3_uvis_f775w_ic2i36
209.9519332579671,62.51953629117581,301_2078_3_177,hst_10325_m3_acs_wfc_f775w_j91jm3
259.29713021156743,43.24143528914062,301_5327_6_13,hst_15173_01_acs_wfc_f555w_jdk901
202.48804657880333,47.18205936493276,301_3699_6_100,hst_14704_31_acs_wfc_f606w_jd8f31
231.64465364713223,2.057643583342184,301_1458_4_713,hst_12957_05_wfc3_uvis_f606w_ibyd05
339.0196179431289,33.977044162140935,301_6366_2_12,hst_11502_51_wfc3_uvis_f606w_iacr51
214.81386793451088,52.918611778319324,301_3712_2_205,hst_12177_52_acs_wfc_f814w_jbhj52
215.29574219377972,52.6948002549901,301_3712_2_208,hst_15849_20_wfc3_uvis_f814w_ie2k20
214.97960382628918,52.95299071009633,301_3712_2_206,j90r15030
194.12588634896667,32.450053650183186,301_4599_4_153,hst_skycell-p2050x11y04_wfc3_uvis_f606w_all
216.04354687237196,24.01526010329256,301_4670_3_123,hst_skycell-p1897x07y03_wfc3_uvis_f814w_all
205.70202492002585,-0.6165245691710184,301_1451_2_71,ie4i12030
189.36297761358603,62.24140068614032,301_2326_3_79,jbohbg010
325.22993296864564,0.42578205354160875,301_4797_4_129,hst_skycell-p1403x06y04_wfc3_uvis_f814w_all
215.9325648689236,24.083229353102197,301_4674_4_85,jeou06010
210.80533311035907,54.2783730036538,301_3712_3_187,hst_14166_02_wfc3_uvis_f555w_iczj02
206.44566573944323,-0.40101495243162233,301_1233_2_48,hst_15939_13_wfc3_uvis_f475w_ie4i13
211.38286205408215,54.54064238839999,301_3705_3_94,hst_13701_01_wfc3_uvis_f606w_ick801
247.85384528318414,12.795398641653462,301_4678_5_309,hst_15182_05_wfc3_uvis_f814w_idhd05
343.7205665818648,0.7743265471160922,301_4868_5_99,hst_skycell-p1408x12y06_wfc3_uvis_f814w_all
357.07919067770763,0.4191509089033677,301_4849_4_435,hst_skycell-p1411x06y04_wfc3_uvis_f438w_all
322.4233096075509,0.10418540354009168,301_2583_4_130,hst_skycell-p1313x18y20_acs_wfc_f775w_all
215.1337692122213,52.94095456873185,301_3712_2_207,hst_12063_53_acs_wfc_f814w_jbeo53
189.17399015124585,62.30779872914294,301_2299_3_68,hst_12443_3l_acs_wfc_f814w_jboe3l
325.22994687897153,0.4257991034998269,301_4933_4_130,hst_15215_12_wfc3_uvis_f814w_idh212
189.17468498322197,62.22733984401548,301_2304_3_211,jbohdc010
189.46016539533775,62.1434902410386,301_1896_3_181,jboi6e010
259.58033965349637,59.87538746711333,301_2574_1_38,j9om04020
190.3880283605828,41.14226217525832,301_4382_6_19,hst_skycell-p2193x12y07_acs_wfc_f435w_all
358.3614313098371,-0.48646494712197597,301_4188_2_99,ie4i17030
215.1337692122213,52.94095456873185,301_3705_2_112,hst_12063_53_acs_wfc_f814w_jbeo53
189.07744706461074,62.05225637557895,301_2299_2_68,hst_skycell-p2478x17y11_acs_wfc_f775w_all
219.7868766710817,12.150539542688731,301_3971_3_141,hst_skycell-p1555x05y20_wfc3_uvis_f390w_all
357.06867227507166,0.4198873520084961,301_5036_5_89,hst_13669_09_wfc3_uvis_f438w_icjl09
247.726706349917,12.788548927621662,301_4678_5_308,jbpb49010
259.58033965349637,59.87538746711333,301_2574_1_37,j9om04020
196.36677371792288,53.58675743579088,301_3130_1_63,hst_skycell-p2379x11y09_wfc3_uvis_f438w_all
241.0409136529673,22.726550443895444,301_4010_3_188,hst_skycell-p1820x07y14_wfc3_uvis_f775w_all
215.01358843309995,52.96341311017183,301_3712_2_206,hst_12063_51_acs_wfc_f814w_jbeo51
197.92022532716163,-1.2461340512027448,301_2334_6_14,hst_11802_03_acs_wfc_f435w_jb5q03
325.22994687897153,0.4257991034998269,301_3427_5_115,hst_15215_12_wfc3_uvis_f814w_idh212
212.27137555338723,27.91221019635351,301_4646_5_120,hst_skycell-p1977x18y02_acs_wfc_f606w_all
190.4048208068765,41.13593586924023,301_4469_6_475,jd9g08010
215.9430748683129,24.080236211999917,301_4663_3_76,hst_16667_06_acs_wfc_f606w_jeou06
189.17774274471137,62.23928626426075,301_1896_3_181,hst_12442_ef_acs_wfc_f814w_jbohef
215.38333534839654,-1.0731771386390694,301_6782_6_74,hst_skycell-p1286x14y15_wfc3_uvis_f606w_all
204.38355699318174,8.885212441847472,301_3903_2_154,hst_15133_24_wfc3_uvis_f814w_idkv24
259.27075549233086,43.145454373107796,301_4682_6_208,hst_skycell-p2206x11y16_acs_wfc_f625w_all
214.92726653767932,52.9769061087491,301_3712_2_206,hst_10134_14_acs_wfc_f814w_j90r14
357.07919067770763,0.4191509089033677,301_3434_5_333,hst_skycell-p1411x06y04_wfc3_uvis_f438w_all
198.5406231002642,51.768451909379706,301_3838_4_30,j9r204020
228.95392652754032,-0.06296707558539118,301_756_3_756,hst_skycell-p1289x07y19_acs_wfc_f814w_all
189.37033847699922,62.22720936691117,301_1896_3_181,hst_12444_5v_acs_wfc_f814w_jboi5v
215.96586577744847,24.093165636727377,301_4670_3_123,j9dd08010
189.2556205231879,62.169834679840285,301_2326_3_79,hst_15977_01_acs_wfc_f435w_je0z01
212.8101937451024,51.86595656748582,301_3180_4_62,hst_skycell-p2324x04y19_wfc3_uvis_f606w_all
194.25896565329538,22.031552738803935,301_5183_3_406,hst_11903_a3_wfc3_uvis_f814w_ibcda3
212.27137555338723,27.91221019635351,301_4646_5_121,hst_skycell-p1977x18y02_acs_wfc_f606w_all
189.4271491543409,62.246284567613,301_2299_3_70,jbtm7k010
336.01487794900083,5.460058972042148,301_7741_1_156,hst_skycell-p1495x10y09_wfc3_uvis_f814w_all
208.8286475188267,35.80107292414799,301_4512_5_75,jdn021010
189.3670930102537,62.37748167567761,301_2304_3_211,hst_12443_1a_acs_wfc_f814w_jboe1a
241.71159473814208,33.3943125927421,301_3958_4_81,hst_skycell-p2060x11y08_wfc3_uvis_f814w_all
325.22993296864564,0.42578205354160875,301_2728_4_181,hst_skycell-p1403x06y04_wfc3_uvis_f814w_all
247.8029014911202,12.694488787350224,301_4670_2_338,ibpb47020
189.13754418274982,62.30434828264499,301_2299_3_68,hst_13420_02_acs_wfc_f814w_jcat02
335.69151212923344,-8.327272391734155,301_1659_4_203,hst_skycell-p1226x11y01_wfc3_uvis_f814w_all
189.32910718660568,62.27388191457797,301_2304_3_211,jcka05010
250.75553887025077,36.835419942212006,301_3206_6_47,hst_skycell-p2135x08y06_acs_wfc_f555w_all
192.0600006252471,17.784925347396708,301_5360_5_300,hst_14717_07_wfc3_uvis_f438w_idah07
329.6792560820409,2.9597600249782943,301_7765_1_120,hst_15253_05_wfc3_uvis_f438w_idki05
189.48110307980835,62.10980482202471,301_2326_3_80,hst_12444_6b_acs_wfc_f814w_jboi6b
195.27148288521605,27.143820274418413,301_5087_4_277,hst_14643_02_wfc3_uvis_f606w_id5g02
212.99130091310263,-1.1324776845191955,301_752_1_464,ibsr05030
357.03993004746354,0.4223483339968776,301_4927_4_332,hst_13669_11_acs_wfc_f814w_jcjl11
322.4923943064405,12.165052878202047,301_2507_6_40,hst_12751_02_wfc3_uvis_f814w_ibv402
194.85666345078965,27.999790583800067,301_5087_6_274,hst_10397_52_acs_wfc_f435w_j96f52
259.3149601963552,43.07007131796425,301_4682_6_208,hst_skycell-p2206x11y15_acs_wfc_f435w_all
242.98121710490415,52.18989382109249,301_2206_4_148,hst_skycell-p2386x09y03_wfc3_uvis_f814w_all
290.09846289329886,37.85428359459886,301_5416_3_190,hst_skycell-p2143x11y10_acs_wfc_f814w_all
259.28057575302626,43.13625635045526,301_4682_6_208,hst_10775_58_acs_wfc_f606w_j9l958
207.7151683276082,38.04137798267788,301_4389_4_113,jf0s07020
189.20412398730397,62.268060146607304,301_2299_3_69,jc6hc7010
189.26069599623514,62.16959571728989,301_2326_3_79,hst_15977_04_acs_wfc_f435w_je0z04
336.11095712477436,5.410480678254942,301_7765_6_163,hst_14734_46_acs_wfc_f606w_jdan46
250.7243269758595,36.83225543355185,301_3225_5_264,hst_skycell-p2135x09y06_acs_wfc_f814w_all
358.35078771161386,-0.4824773389212926,301_4849_2_444,hst_15939_17_wfc3_uvis_f475w_ie4i17
189.11445283296248,62.267418357120945,301_2304_3_210,hst_12442_dd_acs_wfc_f814w_jbohdd
353.71990512209476,18.224460469835705,301_7713_6_191,hst_skycell-p1763x19y12_wfc3_uvis_f555w_all
189.4271491543409,62.246284567613,301_1896_3_181,jbtm7k010
215.06272714232367,37.7221536787327,301_3919_2_83,hst_skycell-p2128x11y10_wfc3_uvis_f606w_all
189.2800149554609,62.23871760791875,301_2304_3_211,hst_12442_df_acs_wfc_f814w_jbohdf
336.117416247547,5.41645927329543,301_7759_1_37,jdan47010
189.48110307980835,62.10980482202471,301_2322_3_68,hst_12444_6b_acs_wfc_f814w_jboi6b
357.8903406492438,26.45849043172023,301_8110_1_217,jcxv18010
190.38597563091588,41.143458933778774,301_4382_6_19,hst_skycell-p2193x12y07_acs_wfc_f606w_all
210.22597992349458,40.997231346038426,301_3818_1_294,hst_17115_18_wfc3_uvis_f775w_if1418
333.9235862952132,-0.6010657193800542,301_3437_2_169,hst_15215_54_wfc3_uvis_f814w_idh254
215.29965291617492,53.043910559764775,301_3705_2_112,hst_15103_01_acs_wfc_f435w_jdhr01
214.8233579676305,52.75918193981255,301_3712_2_206,j90r0u040
357.03993004746354,0.4223483339968776,301_4198_4_342,hst_13669_11_acs_wfc_f814w_jcjl11
201.55870386211976,6.652756026175596,301_3842_2_136,ie3b84020
194.22212616508727,56.89494797445788,301_3712_3_122,hst_skycell-p2431x11y06_wfc3_uvis_f814w_all
358.3470854295098,-0.478348526195563,301_4868_2_197,hst_15939_17_wfc3_uvis_f814w_ie4i17
336.08405056212985,5.395425881269901,301_5655_1_197,hst_skycell-p1495x10y08_acs_wfc_f606w_all
189.42492122525653,62.35649008418576,301_2304_3_211,jcat26010
334.3943052429704,0.17849012258840488,301_3437_4_172,jb4dc1010
209.84744749716623,51.62770676662756,301_3103_2_257,hst_skycell-p2324x11y18_wfc3_uvis_f814w_all
189.1509932316293,62.21257225282873,301_2304_3_210,hst_12444_5u_acs_wfc_f814w_jboi5u
218.5444332740692,33.59286800435263,301_4007_6_82,hst_12608_09_acs_wfc_f814w_jbrb09
245.37359852972278,6.124374948083428,301_3836_3_640,hst_13003_36_wfc3_uvis_f775w_ic2i36
267.5537451335297,44.40160732535652,301_5414_5_65,hst_11605_04_wfc3_uvis_f625w_ib5204
189.17728299658506,62.249663973388465,301_2322_3_67,jbtmap010
215.04042593422466,53.059138880496086,301_3705_2_111,hst_10134_1a_acs_wfc_f814w_j90r1a
320.6792135520067,-0.44827856394033533,301_4207_2_109,ie3b1c010
189.24884287976195,62.19491004249677,301_2299_3_69,jboi5t010
211.4019196737535,54.54188176113049,301_3705_3_95,ick807020
260.7285566004112,65.70434783643488,301_1356_6_24,jemn02020
194.85626944695,27.97513260199458,301_5115_5_149,jc1g05010
336.1085368284172,5.422353107721747,301_7741_1_157,hst_skycell-p1495x09y09_acs_wfc_f606w_all
214.86424774212998,6.106728839949923,301_3910_2_31,hst_skycell-p1465x09y11_wfc3_uvis_f814w_all
189.16776896043785,62.277495221147035,301_2299_3_68,jbohdh010
209.86506471366607,51.62859100856849,301_3103_2_257,ibdm02010
197.87375397294122,-1.340492883116113,301_2334_6_13,hst_11710_03_acs_wfc_f814w_jb2g03
247.5693631652641,12.861382576051398,301_4670_2_336,jdhd58010
255.94459882904442,45.59683691799903,301_5403_6_14,hst_skycell-p2271x19y09_wfc3_uvis_f606w_all
193.07292109488264,11.313862110130756,301_3064_1_75,hst_15133_54_wfc3_uvis_f814w_idkv54
224.99908411319907,1.892701524135134,301_1458_3_669,hst_15645_12_acs_wfc_f814w_jdxk12
194.25966395057392,22.03125479724882,301_5183_3_406,iaah110d0
358.3470854295098,-0.478348526195563,301_4207_2_360,hst_15939_17_wfc3_uvis_f814w_ie4i17
206.4384898389595,-0.4001554741176263,301_6174_4_106,hst_skycell-p1374x18y01_wfc3_uvis_f814w_all
254.7676894290188,37.59433294252945,301_2207_1_115,hst_skycell-p2136x12y09_wfc3_uvis_f814w_all
189.23215478178037,62.20101215968039,301_2326_3_79,jbohdb010
202.51422728240965,47.193164731098335,301_3699_6_100,jd8f35010
345.2417202260177,0.3824342142756019,301_2662_4_184,hst_10494_08_acs_wfc_f555w_j9c708
199.66534634420805,-21.042840022864294,301_1449_5_92,hst_skycell-p0843x18y15_acs_wfc_f814w_all
247.89079304991472,30.146312312997647,301_3964_3_242,hst_11903_33_wfc3_uvis_f555w_ibcd33
212.89672679481143,51.83118454447772,301_3180_4_63,ie2k22010
202.57770366654316,18.17558001884437,301_5301_1_66,idgc06020
189.1806912509643,62.263785624894695,301_2304_3_210,hst_12442_ce_acs_wfc_f814w_jbohce
194.90614967760163,27.974976078578777,301_5087_6_274,hst_10861_19_acs_wfc_f475w_j9ty19
189.01659031503223,62.38032020699485,301_2299_3_68,jbwjcf010
345.2417202260177,0.3824342142756019,301_3437_4_245,hst_10494_08_acs_wfc_f555w_j9c708
189.23135392702383,62.364871629780616,301_2304_3_210,jboe2h010
198.74816043411278,51.831340800800355,301_2830_4_477,j91ja6010
198.9701741977443,42.14981579217589,301_3840_5_244,hst_skycell-p2195x18y12_acs_wfc_f555w_all
250.41181206069595,36.445336724689064,301_3225_4_265,hst_skycell-p2135x10y04_acs_wfc_f435w_all
345.24789637214246,0.38881441047541854,301_4128_4_25,j9c708010
211.36392322557472,28.53435458924001,301_4646_6_115,hst_10775_03_acs_wfc_f606w_j9l903
208.24892267953612,63.77393255918997,301_2065_5_180,hst_skycell-p2480x11y18_acs_wfc_f625w_all
189.12913692250044,62.24297788786377,301_2322_3_67,jcat23010
189.34540751670934,62.237584769155774,301_1896_3_181,hst_12442_bg_acs_wfc_f814w_jbohbg
189.26838985349156,62.38501782046052,301_2304_3_211,jcat17010
205.5367833304759,28.38694488929869,301_4649_4_146,jeaz09010
327.71739891347437,28.892125328949195,301_8156_3_48,ielcer060
357.03993004746354,0.4223483339968776,301_3465_5_212,hst_13669_11_acs_wfc_f814w_jcjl11
328.68349716814873,28.942995474890544,301_8156_2_54,hst_skycell-p2002x09y07_wfc3_uvis_f814w_all
188.99766348203354,62.19394222516872,301_2326_3_78,jbtmai010
189.08556354207792,62.39820694981275,301_2299_3_68,jboe2b010
243.33333067357447,17.144238291338155,301_4633_1_115,hst_skycell-p1736x09y07_wfc3_uvis_f475w_all
256.68965813276304,58.78287481712953,301_1339_2_52,hst_13045_02_acs_wfc_f625w_jbyi02
285.0862342608774,40.89904145368742,301_5416_6_158,hst_skycell-p2211x14y06_wfc3_uvis_f775w_all
322.4391059620899,0.1279719129005962,301_4930_4_141,hst_12461_gd_acs_wfc_f775w_jbwjgd
344.5353903894349,5.988500736043718,301_5598_1_13,hst_14734_16_wfc3_uvis_f606w_idan16
344.64977987999333,5.964264035958222,301_5640_1_259,jdan87010
189.2874988196084,62.32349418864874,301_2299_3_69,hst_13420_08_acs_wfc_f814w_jcat08
209.82850288066058,62.385648343813806,301_2078_3_177,j9g919030
189.22046760059217,62.18651826957699,301_2322_3_67,hst_12444_6o_acs_wfc_f814w_jboi6o
202.5007105661268,47.19322267631487,301_3699_6_100,hst_14704_32_acs_wfc_f606w_jd8f32
215.1658537800879,53.002744866344656,301_3705_2_113,j90r1c030
208.3686515732428,5.218016821804312,301_2247_5_317,idy013030
325.22993296864564,0.42578205354160875,301_4198_4_129,hst_skycell-p1403x06y04_wfc3_uvis_f814w_all
201.55870386211976,6.652756026175596,301_3230_2_27,ie3b84020
224.28060971944026,49.60591241120715,301_3712_2_251,hst_skycell-p2326x05y09_wfc3_uvis_f814w_all
189.58800615651614,62.36035143944088,301_2304_3_212,jcoi4p020
214.69793234309483,52.81418714003042,301_3712_2_205,hst_10134_0s_acs_wfc_f814w_j90r0s
347.4074868092028,-0.6739906728129486,301_3360_2_277,hst_skycell-p1319x13y17_acs_wfc_f625w_all
217.93786271897872,-0.8590044184238923,301_2334_6_148,ie4i14030
189.131640918467,62.27071243172756,301_2304_3_211,jcat05010
322.5700919557502,12.112388644899866,301_1749_6_141,hst_15857_16_acs_wfc_f814w_je0o16
211.2102345510503,54.52197828020031,301_3705_3_94,hst_13701_09_acs_wfc_f814w_jck809
357.91565584701374,26.453741168270774,301_8110_1_217,hst_14268_19_acs_wfc_f814w_jcxv19
247.8447610445579,12.802455053801095,301_4678_5_309,idhd03020
250.42311266548427,36.46010959608808,301_3226_5_127,hst_10775_57_acs_wfc_f814w_j9l957
240.64599824303565,15.902902582974674,301_4678_6_258,hst_skycell-p1649x14y19_wfc3_uvis_f475w_all
223.9930710709721,57.04934771625656,301_6162_5_14,hst_13003_33_wfc3_uvis_f390w_ic2i33
345.85282387561114,14.378992735028746,301_2566_4_217,hst_skycell-p1675x19y13_acs_wfc_f555w_all
189.43501056136628,62.34333422956964,301_2299_3_69,hst_11600_26_acs_wfc_f775w_jb3726
189.3287893021072,62.16900301318513,301_2326_3_79,hst_13420_13_acs_wfc_f814w_jcat13
208.24913875359806,63.79095346549408,301_1345_5_429,hst_skycell-p2480x11y19_acs_wfc_f625w_all
189.3033836340731,62.08794616350611,301_2326_3_79,jboi5c010
218.34499223946318,60.120392851012895,301_2134_2_87,idgc07020
260.8138400740379,65.72193774858114,301_1356_6_24,jdkq09020
189.37413908069817,62.25367724458081,301_2304_3_211,jcat11010
215.09584880447505,52.91534418190326,301_3712_2_207,hst_12063_56_acs_wfc_f814w_jbeo56
202.07248198251472,33.59329749866263,301_4552_3_195,hst_15476_01_acs_wfc_f606w_jdt301
245.10752398475867,12.07248500787567,301_4678_1_294,hst_17199_07_wfc3_uvis_f814w_iexj07
196.58144016751254,45.866937869215825,301_3699_1_75,hst_skycell-p2260x12y10_wfc3_uvis_f814w_all
351.5403559576004,21.95647177220144,301_7917_3_52,hst_14268_22_wfc3_uvis_f606w_icxv22
189.4861774455803,62.173882266448224,301_1896_3_182,jboi5q010
214.78405139499046,7.916848107769497,301_3031_2_628,hst_15215_22_wfc3_uvis_f814w_idh222
211.401555406547,54.54328962368216,301_3705_3_95,ick809020
189.4062032512912,62.26977758234813,301_2299_3_69,hst_11600_16_acs_wfc_f775w_jb3716
336.0046884322949,5.465124503463799,301_5655_1_197,idan47020
249.1114915280624,42.04405608434713,301_2305_6_44,idh240010
336.0046884322949,5.465124503463799,301_7741_1_156,idan46020
358.22498242210526,-0.4833134906413282,301_2768_2_120,hst_13733_04_wfc3_uvis_f606w_icop04
355.1248982492588,29.78273109216455,301_8116_4_202,hst_skycell-p2008x12y10_wfc3_uvis_f390w_all
191.6604311036817,51.585238360724745,301_2830_2_448,hst_15215_80_wfc3_uvis_f814w_idh280
189.47741964001605,62.28795474699633,301_2299_3_70,hst_12445_8h_acs_wfc_f814w_jbtm8h
199.124437517248,26.232083782583025,301_5115_2_176,hst_skycell-p1893x05y12_wfc3_uvis_f775w_all
189.25498651529233,62.35642248449887,301_2299_3_69,hst_12443_2h_acs_wfc_f814w_jboe2h
229.65650665962957,2.0817454966213376,301_1458_4_700,j9l956020
357.0503325956061,0.4551614305545066,301_4247_5_89,hst_skycell-p1411x07y05_acs_wfc_f814w_all
189.44308675321275,62.13960697306339,301_1896_3_181,hst_12444_6e_acs_wfc_f814w_jboi6e
209.26868937397023,19.318747718776706,301_5314_6_208,hst_10762_01_acs_wfc_f475w_j9k301
214.0142528220285,23.081084264228902,301_5224_6_384,hst_skycell-p1814x12y16_acs_wfc_f606w_all
210.01940743056784,14.513175459386657,301_4381_5_256,hst_12549_03_acs_wfc_f606w_jbpb03
344.63805750789805,5.957008842688964,301_5598_1_13,hst_14734_87_acs_wfc_f814w_jdan87
214.82208700920492,52.89545966619415,301_3712_2_205,jbhj66010
226.47582212146582,3.7174094378257228,301_2190_3_297,iexh08010
286.0794789433466,39.27815377506234,301_6177_3_20,hst_skycell-p2142x07y16_wfc3_uvis_f775w_all
210.63566184004023,54.255654199611556,301_3705_2_92,hst_14166_03_acs_wfc_f435w_jczj03
195.23638153102175,26.97727667837895,301_5115_3_152,hst_15121_06_acs_wfc_f814w_jdha06
214.91038724077256,52.86820441036254,301_3712_2_206,jdxf17010
327.86821749630656,28.82530098963792,301_8155_3_69,ielce2070
268.1750607977828,44.65947329668016,301_5414_6_68,hst_skycell-p2273x16y05_wfc3_uvis_f814w_all
208.7511584835729,35.824330776833236,301_4512_5_74,hst_skycell-p2053x10y19_acs_wfc_f606w_all
214.78490971045832,42.143630338813196,301_3813_6_371,hst_skycell-p2198x18y12_acs_wfc_f814w_all
201.55868519760742,6.6527800562157475,301_4503_2_69,hst_15900_84_wfc3_uvis_f475w_ie3b84
325.22994687897153,0.4257991034998269,301_4849_4_222,hst_15215_12_wfc3_uvis_f814w_idh212
236.4484983851868,44.256703233353456,301_3705_3_222,hst_skycell-p2267x10y04_wfc3_uvis_f438w_all
189.20574007661915,62.10549229669969,301_2322_3_68,hst_12444_5d_acs_wfc_f814w_jboi5d
211.40159084505302,54.54150972430816,301_3705_3_95,ick811020
189.1806912509643,62.263785624894695,301_2299_3_69,hst_12442_ce_acs_wfc_f814w_jbohce
256.65079290204466,58.78503181052992,301_1339_2_51,hst_skycell-p2440x17y14_acs_wfc_f625w_all
210.61814083220094,63.358079162272865,301_2078_5_177,hst_skycell-p2480x06y17_acs_wfc_f814w_all
283.6033093781392,40.000071597746526,301_5416_3_153,hst_12893_45_wfc3_uvis_f555w_ic1r45
189.3419003812653,62.30520556946757,301_2299_3_69,hst_11600_12_acs_wfc_f775w_jb3712
201.5586629140582,6.652751911204404,301_3230_2_27,hst_skycell-p1462x14y14_wfc3_uvis_f814w_all
247.79818720303783,12.77993913870405,301_4670_2_337,hst_12549_42_acs_wfc_f814w_jbpb42
290.11934661265434,37.89381023834504,301_5403_4_190,hst_skycell-p2143x11y11_acs_wfc_f814w_all
188.90229665877467,62.25416798724847,301_2326_3_78,hst_12445_ab_acs_wfc_f814w_jbtmab
260.6760699875104,65.87040900757505,301_1356_6_23,hst_15278_07_acs_wfc_f606w_jdkq07
189.4266336634021,62.28374541023608,301_2299_3_70,jbtm7j010
189.08815643139712,62.231863965806774,301_2299_3_68,jboe3m010
224.65609774066658,-0.40948411955398595,301_756_2_727,hst_15378_01_wfc3_uvis_f814w_idpw01
218.55319713510522,33.4803244209529,301_4014_5_86,ibrb09040
322.4391059620899,0.1279719129005962,301_1040_4_149,hst_12461_gd_acs_wfc_f775w_jbwjgd
247.7266190947847,12.789570835119818,301_4670_2_337,jbpb50010
189.1719772962644,62.24129877750504,301_1896_3_181,hst_12442_dc_acs_wfc_f814w_jbohdc
322.4193846408891,0.09030916267641913,301_3427_4_96,hst_skycell-p1403x18y03_acs_wfc_f435w_all
191.93985092731143,13.762823662158894,301_3631_1_497,hst_15133_52_wfc3_uvis_f475w_idkv52
228.90492863094983,15.20857208268856,301_5314_5_336,hst_17199_01_wfc3_uvis_f814w_iexj01
198.55432996648054,51.775670543731685,301_3838_4_30,hst_10996_03_acs_wfc_f435w_j9r203
